"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","14.9","%","11280","0.335298347","14.25","15.55951801"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","17.4","%","1719","0.914881545","15.63","19.21736648"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","16.0","%","1728","0.882536111","14.3","17.75753707"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","16.1","%","2452","0.742273854","14.65","17.55765335"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","13.9","%","1702","0.83949905","12.29","15.58296163"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","12.5","%","1846","0.769181824","10.97","13.98651822"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","13.6","%","1833","0.800653412","12.03","15.16924098"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","17.4","%","7105","0.44931856","16.48","18.23726281"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","17.4","%","7105","0.44931856","16.48","18.23726281"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","15.4","%","12468","0.323309581","14.77","16.03988144"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","14.2","%","2835","0.655533953","12.91","15.48358546"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","17.3","%","2495","0.757868038","15.85","18.82103841"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","13.7","%","1725","0.828410658","12.1","15.3442937"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","15.9","%","2357","0.753689356","14.45","17.40214198"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","15.5","%","3056","0.654885748","14.23","16.79652122"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","12.2","%","11033","0.312051764","11.63","12.85387729"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","14.2","%","2363","0.717604413","12.77","15.58529935"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","10.8","%","2905","0.575364626","9.65","11.90634468"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","12.5","%","1851","0.768987802","11","14.01821085"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","9.9","%","2046","0.661193158","8.63","11.2267846"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","12.8","%","1868","0.772560722","11.27","14.29750139"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","14.3","%","7996","0.391129872","13.5","15.03495747"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","8.9","%","1951","0.644057979","7.62","10.14417805"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","19.9","%","2039","0.883986314","18.16","21.62180857"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","9.2","%","1975","0.65039817","7.93","10.47600734"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","16.9","%","2031","0.832523043","15.32","18.5814073"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","23.1","%","1043","1.304881176","20.53","25.64904842"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","11.5","%","84","3.483220508","4.69","18.34539328"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","?","%","43","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","12","?","?","?"
